Номер варианта;ID;INCOME_BASE_TYPE;CREDIT_PURPOSE;INSURANCE_FLAG;DTI;SEX;FULL_AGE_CHILD_NUMBER;DEPENDANT_NUMBER;EDUCATION;EMPL_TYPE;EMPL_SIZE;BANKACCOUNT_FLAG;Period_at_work;age;EMPL_PROPERTY;EMPL_FORM;FAMILY_STATUS;max90days;max60days;max30days;max21days;max14days;avg_num_delay;if_zalog;num_AccountActive180;num_AccountActive90;num_AccountActive60;Active_to_All_prc;numAccountActiveAll;numAccountClosed;sum_of_paym_months;all_credits;Active_not_cc;own_closed;min_MnthAfterLoan;max_MnthAfterLoan;dlq_exist;thirty_in_a_year;sixty_in_a_year;ninety_in_a_year;thirty_vintage;sixty_vintage;ninety_vintage
4;1139664;Поступление зарплаты на счет;Отпуск;1;0.49;женский;0;0;4;специалист;>250;0;22;26;Торговля;ООО;холост / не замужем;1;1;1;0;0;0.1428571429;0;1;0;0;0.75;3;1;30;4;2;0;4;19;1;1;0;0;0;0;0
4;1139684;2НДФЛ;Ремонт;0;0.15;мужской;0;0;4;специалист;>250;0;53;29;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1139704;Форма банка (без печати работодателя);Покупка автомобиля;1;0.4;мужской;0;0;4;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1139724;Форма банка (без печати работодателя);Ремонт;0;0.18;женский;0;0;4;менеджер среднего звена;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1139744;Форма банка (без печати работодателя);Ремонт;0;0.25;мужской;1;0;4;менеджер среднего звена;>250;0;24;37;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1139764;2НДФЛ;Ремонт;1;0.27;мужской;0;0;4;специалист;>250;0;36;49;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1139784;Форма банка (без печати работодателя);Покупка мебели;1;0.36;женский;0;0;4;специалист;>250;0;92;45;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1139804;Свободная форма с печатью работодателя;Покупка недвижимости/ строительство;1;0.24;женский;0;0;4;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1139824;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0;0.17;мужской;0;0;4;менеджер среднего звена;>250;0;35;50;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1139844;Форма банка (без печати работодателя);Ремонт;1;0.59;женский;0;0;2;вспомогательный персонал;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1139864;Свободная форма с печатью работодателя;Другое;0;0.42;мужской;0;0;4;менеджер среднего звена;>250;0;14;35;Торговля;Индивидуальный предприниматель;холост / не замужем;2;1;0;0;0;0.0921052632;1;2;0;0;0.3333333333;3;6;138;9;1;1;5;106;1;1;0;0;0;0;0
4;1139884;Форма банка (без печати работодателя);Покупка бытовой техники;1;0.39;мужской;0;0;2;рабочий;< 50;0;29;54;Торговля;ООО;женат / замужем;1;0;0;0;0;0.0173913043;1;0;0;0;0.2222222222;4;14;226;18;2;3;6;94;1;0;0;0;0;0;0
4;1139904;2НДФЛ;Ремонт;0;0.31;женский;1;0;2;вспомогательный персонал;>250;3;350;47;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1139924;Форма банка (без печати работодателя);Ремонт;1;0.59;мужской;0;0;4;вспомогательный персонал;>250;0;20;25;Информационные технологии;ООО;женат / замужем;1;1;1;1;1;0;1;1;0;0;0.4444444444;4;5;95;9;3;0;4;40;0;0;0;0;0;0;0
4;1139944;Поступление зарплаты на счет;Ремонт;1;0.52;мужской;2;0;4;менеджер среднего звена;< 50;0;28;32;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1139964;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.23;мужской;2;0;2;вспомогательный персонал;>250;1;138;44;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1139984;Форма банка (без печати работодателя);Ремонт;1;0.37;женский;0;0;4;менеджер среднего звена;>250;0;254;48;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1140004;Свободная форма с печатью работодателя;Ремонт;1;0.49;женский;0;0;4;торговый представитель;>250;0;17;26;Торговля;ЗАО;холост / не замужем;2;2;0;0;0;0;0;0;0;0;0.6666666667;2;1;51;3;1;0;6;25;0;0;0;0;0;0;0
4;1140024;Свободная форма с печатью работодателя;Ремонт;1;0.47;мужской;1;0;4;менеджер среднего звена;< 50;0;49;45;Торговля;ООО;женат / замужем;0;0;0;0;0;0;1;1;0;0;0.25;2;6;98;8;0;3;4;102;0;0;0;0;0;0;0
4;1140044;2НДФЛ;Ремонт;1;0.46;женский;1;0;2;вспомогательный персонал;>250;0;59;45;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1140064;2НДФЛ;Ремонт;0;0.24;женский;0;0;4;специалист;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1140084;2НДФЛ;Другое;1;0.44;мужской;1;0;4;менеджер среднего звена;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1140104;Поступление зарплаты на счет;Покупка автомобиля;1;0.46;женский;0;0;2;вспомогательный персонал;>250;0;26;53;Торговля;ООО;женат / замужем;0;0;0;0;0;0.0789473684;0;0;0;0;0.5;2;2;105;4;2;0;46;75;1;0;0;0;0;0;0
4;1140124;Поступление зарплаты на счет;Ремонт;1;0.59;женский;0;0;4;специалист;>250;0;32;33;Торговля;ООО;холост / не замужем;1;1;1;1;1;0;0;0;0;0;0.6666666667;2;1;40;3;1;0;22;51;0;0;0;0;0;0;0
4;1140144;2НДФЛ;Ремонт;0;0.57;женский;2;0;4;вспомогательный персонал;>250;3;126;31;Торговля;ООО;женат / замужем;7;6;4;3;3;0.2795698925;0;0;0;0;0.4285714286;6;8;201;14;2;2;9;85;1;1;1;1;0;0;0
4;1140164;Форма банка (без печати работодателя);Ремонт;1;0.32;женский;0;0;4;специалист;>250;0;28;26;Торговля;ООО;холост / не замужем;2;0;0;0;0;0.1235955056;0;0;0;0;1;7;0;78;7;4;0;5;24;1;0;0;0;0;0;0
4;1140184;Форма банка (без печати работодателя);Ремонт;1;0.56;мужской;0;0;4;специалист;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1140204;2НДФЛ;Ремонт;1;0.44;мужской;1;0;4;рабочий;< 50;1;24;36;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1140224;Форма банка (без печати работодателя);Ремонт;0;0.15;женский;0;0;4;специалист;>250;0;20;27;Торговля;Государственное предприятие;женат / замужем;2;2;2;0;0;0.0243902439;1;2;0;0;0.625;5;3;80;8;3;2;3;41;1;0;0;0;0;0;0
4;1140244;2НДФЛ;Покупка автомобиля;1;0.49;женский;1;0;2;вспомогательный персонал;>250;0;8;46;Торговля;ООО;женат / замужем;4;3;1;1;1;0.022556391;0;0;0;0;0.375;3;5;130;8;2;0;16;57;1;0;0;0;0;0;0
4;1140264;2НДФЛ;Обучение;1;0.3;мужской;1;0;2;рабочий;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1140284;2НДФЛ;Покупка бытовой техники;0;0.19;женский;1;0;4;менеджер среднего звена;>250;1;55;34;Торговля;ООО;разведен / разведена;0;0;0;0;0;0.0178571429;1;0;0;0;0.6666666667;2;1;55;3;2;0;19;71;1;0;0;0;0;0;0
4;1140304;Форма банка (без печати работодателя);Покупка автомобиля;0;0.26;мужской;0;0;4;менеджер высшего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1140324;Форма банка (без печати работодателя);Ремонт;0;0.52;мужской;1;0;4;менеджер среднего звена;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1140344;2НДФЛ;Покупка недвижимости/ строительство;1;0.47;мужской;1;0;2;рабочий;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1140364;Форма банка (без печати работодателя);Ремонт;1;0.24;женский;0;0;2;вспомогательный персонал;>250;0;338;48;Другое;Государственное предприятие;гражданский брак;2;1;0;0;0;0.0284090909;0;1;0;0;0.3571428571;5;9;171;14;4;3;5;100;1;0;0;0;0;0;0
4;1140384;Свободная форма с печатью работодателя;Ремонт;1;0.43;женский;0;0;5;специалист;>250;0;32;27;Торговля;ООО;гражданский брак;0;0;0;0;0;0;0;0;0;0;1;2;0;16;2;1;0;14;14;0;0;0;0;0;0;0
4;1140404;2НДФЛ;Ремонт;0;0.35;мужской;0;0;4;менеджер высшего звена;>250;0;313;48;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1140424;Свободная форма с печатью работодателя;Ремонт;1;0.3;мужской;2;0;2;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1140444;2НДФЛ;Покупка автомобиля;1;0.47;мужской;0;0;4;специалист;>250;3;66;26;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1140464;Свободная форма с печатью работодателя;Обучение;1;0.52;женский;0;0;2;вспомогательный персонал;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1140484;Поступление зарплаты на счет;Ремонт;1;0.43;женский;1;0;4;специалист;< 50;1;82;46;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1140504;Форма банка (без печати работодателя);Ремонт;0;0.47;женский;0;0;3;менеджер по продажам;>250;0;27;27;Торговля;ЗАО;холост / не замужем;0;0;0;0;0;0.0921985816;0;1;0;0;0.6666666667;6;3;128;9;3;1;3;75;1;1;1;0;0;0;0
4;1140524;Форма банка (без печати работодателя);Ремонт;1;0.53;женский;1;0;4;вспомогательный персонал;>250;0;230;45;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1140544;2НДФЛ;Покупка автомобиля;0;0.48;женский;0;0;4;специалист;< 50;0;75;28;Туризм;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1140564;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.39;мужской;0;0;4;рабочий;>250;0;42;33;Торговля;ООО;холост / не замужем;0;0;0;0;0;0.0227272727;0;0;0;0;0;0;1;43;1;0;0;75;75;1;0;0;0;0;0;0
4;1140584;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.31;мужской;0;0;4;специалист;>250;0;65;30;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1140604;Форма банка (без печати работодателя);Покупка автомобиля;1;0.17;мужской;1;0;2;рабочий;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1140624;Поступление зарплаты на счет;Ремонт;0;0.41;женский;1;0;4;специалист;>250;0;66;31;Торговля;ООО;женат / замужем;4;3;2;0;0;0.4606741573;0;1;1;1;0.2857142857;2;5;48;7;2;1;1;59;1;1;0;0;0;0;0
4;1140644;Форма банка (без печати работодателя);Ремонт;0;0.23;женский;1;0;3;специалист;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1140664;Поступление зарплаты на счет;Ремонт;0;0.23;женский;0;0;;торговый представитель;>250;0;13;29;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1140684;Поступление зарплаты на счет;Другое;1;0.34;женский;0;0;4;специалист;>250;0;27;25;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1140704;Форма банка (без печати работодателя);Ремонт;1;0.08;женский;1;0;4;специалист;>250;0;21;31;Торговля;ООО;женат / замужем;0;0;0;0;0;0.3481012658;0;0;0;0;0.2142857143;3;11;206;14;0;2;21;94;1;1;0;0;0;1;0
4;1140724;Поступление зарплаты на счет;Ремонт;0;0.41;женский;0;0;4;вспомогательный персонал;>250;0;24;27;Другое;ОАО;холост / не замужем;0;0;0;0;0;0.0754716981;0;0;0;0;0.4285714286;3;4;49;7;1;0;8;63;1;0;0;0;0;0;0
4;1140744;2НДФЛ;Ремонт;1;0.38;мужской;0;0;4;вспомогательный персонал;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1140764;Поступление зарплаты на счет;Покупка автомобиля;0;0.5;мужской;0;0;4;специалист;>250;0;121;33;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1140784;2НДФЛ;Покупка автомобиля;1;0.59;женский;0;0;4;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1140804;Форма банка (без печати работодателя);Ремонт;1;0.16;женский;0;0;5;рабочий;>250;0;19;38;Торговля;ООО;холост / не замужем;1;1;1;1;1;0;0;0;0;0;0.5;1;1;26;2;1;0;32;47;0;0;0;0;0;0;0
4;1140824;Поступление зарплаты на счет;Другое;1;0.33;женский;0;0;4;торговый представитель;>250;0;6;24;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1140844;Форма банка (без печати работодателя);Ремонт;0;0.59;мужской;0;0;4;специалист;< 50;0;42;38;Торговля;ООО;женат / замужем;1;1;0;0;0;0.0076923077;1;0;0;0;0.75;6;2;129;8;3;0;12;49;1;0;0;0;0;0;0
4;1140864;Свободная форма с печатью работодателя;Ремонт;0;0.13;женский;1;0;4;вспомогательный персонал;>250;0;18;28;Торговля;ООО;женат / замужем;0;0;0;0;0;0;0;0;0;0;1;1;0;8;1;1;0;11;11;0;0;0;0;0;0;0
4;1140884;Форма банка (без печати работодателя);Ремонт;1;0.58;женский;3;0;4;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1140904;Форма банка (без печати работодателя);Ремонт;1;0.49;мужской;1;0;4;рабочий;< 50;0;8;43;Торговля;ООО;женат / замужем;2;2;0;0;0;0;0;0;0;0;0.6;3;2;90;5;0;1;7;116;0;0;0;0;0;0;0
4;1140924;2НДФЛ;Покупка недвижимости/ строительство;1;0.49;мужской;0;0;4;специалист;< 50;0;29;26;Торговля;ООО;женат / замужем;6;4;4;3;3;0;0;0;0;0;0;0;1;23;1;0;0;22;22;0;0;0;0;0;0;0
4;1140944;2НДФЛ;Покупка автомобиля;1;0.49;мужской;0;0;2;торговый представитель;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1140964;2НДФЛ;Покупка автомобиля;0;0.1;женский;0;0;4;специалист;>250;3;57;27;Информационные технологии;ЗАО;женат / замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
4;1140984;Форма банка (без печати работодателя);Покупка автомобиля;0;0.19;мужской;0;0;4;менеджер среднего звена;< 50;0;8;56;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1141004;Поступление зарплаты на счет;Ремонт;1;0.59;мужской;0;0;4;специалист;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1141024;Форма банка (без печати работодателя);Ремонт;0;0.32;мужской;0;0;4;рабочий;>250;0;21;29;Другое;ООО;женат / замужем;1;0;0;0;0;0;0;0;0;0;1;3;0;37;3;1;0;11;24;0;0;0;0;0;0;0
4;1141044;Свободная форма с печатью работодателя;Ремонт;0;0.3;женский;0;0;4;специалист;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1141064;2НДФЛ;Лечение;1;0.23;мужской;1;0;2;рабочий;>250;1;27;27;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1141084;Поступление зарплаты на счет;Ремонт;1;0.42;женский;1;0;4;рабочий;>250;0;30;39;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1141104;Поступление зарплаты на счет;Ремонт;1;0.45;женский;0;0;4;специалист;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1141124;Свободная форма с печатью работодателя;Ремонт;1;0.16;женский;0;0;4;менеджер среднего звена;< 50;0;8;51;Другое;ООО;холост / не замужем;8;8;4;2;1;0;0;0;0;0;0;0;1;2;1;0;0;1;1;0;0;0;0;0;0;0
4;1141144;Поступление зарплаты на счет;Ремонт;0;0.45;женский;0;0;4;менеджер среднего звена;>250;0;36;27;Другое;ООО;холост / не замужем;1;1;1;1;1;0;0;0;0;0;0.75;3;1;70;4;2;0;12;27;0;0;0;0;0;0;0
4;1141164;Свободная форма с печатью работодателя;Ремонт;0;0.32;женский;0;0;4;специалист;>250;0;45;43;Торговля;ООО;холост / не замужем;0;0;0;0;0;0;0;0;0;0;0.5;1;1;14;2;0;0;21;99;0;0;0;0;0;0;0
4;1141184;;Отпуск;0;;мужской;0;0;4;другое;;1;76;56;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1141204;2НДФЛ;Покупка земли;0;0.33;мужской;1;0;4;специалист;>250;3;209;40;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1141224;2НДФЛ;Покупка автомобиля;0;0.41;мужской;0;0;2;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1141244;Форма банка (без печати работодателя);Ремонт;1;0.29;мужской;1;0;4;специалист;< 50;0;10;27;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1141264;2НДФЛ;Другое;1;0.5;мужской;0;0;4;рабочий;>250;0;311;46;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1141284;Поступление зарплаты на счет;Ремонт;1;0.39;мужской;0;0;4;рабочий;>250;0;27;25;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1141304;2НДФЛ;Покупка автомобиля;0;0.32;мужской;0;0;4;менеджер среднего звена;>250;0;35;35;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1141324;Свободная форма с печатью работодателя;Ремонт;1;0.24;мужской;0;0;4;специалист;>250;0;60;32;Торговля;ООО;женат / замужем;1;1;1;1;1;0.0444444444;0;1;1;1;0.3333333333;2;4;43;6;1;0;0;80;1;1;1;0;0;0;0
4;1141344;2НДФЛ;Покупка недвижимости/ строительство;0;0.57;мужской;1;0;2;менеджер среднего звена;>250;0;171;41;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1141364;2НДФЛ;Покупка недвижимости/ строительство;1;0.42;мужской;1;0;4;рабочий;>250;3;26;25;Другое;ОАО;женат / замужем;1;1;1;1;1;0;0;0;0;0;1;2;0;28;2;2;0;15;18;0;0;0;0;0;0;0
4;1141384;Свободная форма с печатью работодателя;Ремонт;1;0.49;женский;0;0;4;вспомогательный персонал;>250;0;12;48;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1141404;Форма банка (без печати работодателя);Покупка автомобиля;1;0.22;женский;0;0;4;менеджер высшего звена;< 50;0;180;45;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1141424;Поступление зарплаты на счет;Отпуск;1;0.5;мужской;0;0;2;рабочий;>250;3;48;30;Торговля;ООО;повторный брак;2;2;2;2;2;0.0296296296;0;0;0;0;0.4;2;3;131;5;0;2;13;74;1;0;0;0;0;0;0
4;1141444;2НДФЛ;Покупка мебели;0;0.57;женский;1;0;5;специалист;>250;0;14;27;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1141464;2НДФЛ;Покупка недвижимости/ строительство;1;0.19;женский;2;0;4;менеджер среднего звена;< 50;3;12;37;Торговля;ООО;женат / замужем;5;5;5;4;4;0;0;0;0;0;0.5;1;1;21;2;1;0;8;18;0;0;0;0;0;0;0
4;1141484;2НДФЛ;Ремонт;1;0.28;женский;1;0;2;вспомогательный персонал;>250;0;170;34;Другое;Государственное предприятие;холост / не замужем;0;0;0;0;0;0.0254237288;0;0;0;0;0.75;3;1;115;4;1;0;28;72;1;0;0;0;0;0;0
4;1141504;Свободная форма с печатью работодателя;Ремонт;1;0.48;мужской;0;0;4;специалист;>250;0;13;26;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1141524;Форма банка (без печати работодателя);Ремонт;1;0.41;мужской;2;0;4;менеджер по продажам;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1141544;Форма банка (без печати работодателя);Покупка мебели;0;0.29;женский;2;0;4;менеджер высшего звена;< 50;0;96;36;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1141564;2НДФЛ;Другое;1;0.59;мужской;1;0;2;рабочий;>250;0;194;40;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1141584;Форма банка (без печати работодателя);Ремонт;1;0.46;женский;0;0;4;специалист;>250;0;99;51;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1141604;Свободная форма с печатью работодателя;Ремонт;0;0.2;мужской;1;0;4;менеджер среднего звена;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1141624;Поступление зарплаты на счет;Ремонт;0;0.57;женский;0;0;4;менеджер высшего звена;>250;0;117;32;Торговля;ООО;гражданский брак;1;1;1;1;0;0;1;0;0;0;0.5;4;2;73;6;2;0;17;39;0;0;0;0;0;0;0
4;1141644;Форма банка (без печати работодателя);Покупка земли;1;0.58;женский;1;0;4;специалист;>250;0;10;29;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1141664;2НДФЛ;Ремонт;0;0.27;мужской;1;0;4;вспомогательный персонал;>250;1;276;41;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1141684;2НДФЛ;Покупка автомобиля;1;0.37;женский;0;0;4;специалист;>250;0;38;30;Торговля;ООО;холост / не замужем;1;1;1;1;1;0;0;0;0;0;0.5;1;1;14;2;1;0;10;31;0;0;0;0;0;0;0
4;1141704;Форма банка (без печати работодателя);Отпуск;0;0.48;женский;1;0;2;менеджер среднего звена;>250;0;34;34;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1141724;Форма банка (без печати работодателя);Ремонт;1;0.59;женский;0;0;2;специалист;>250;0;111;46;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1141744;Форма банка (без печати работодателя);Ремонт;1;0.2;женский;2;0;2;рабочий;>250;0;86;37;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1141764;Свободная форма с печатью работодателя;Покупка недвижимости/ строительство;0;0.44;мужской;0;0;4;менеджер высшего звена;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1141784;2НДФЛ;Ремонт;1;0.15;мужской;3;0;2;вспомогательный персонал;>250;0;82;32;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1141804;2НДФЛ;Покупка недвижимости/ строительство;1;0.05;мужской;1;0;4;менеджер высшего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1141824;Свободная форма с печатью работодателя;Покупка бытовой техники;1;0.49;женский;0;0;4;менеджер высшего звена;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1141844;Поступление зарплаты на счет;Ремонт;1;0.49;мужской;1;0;4;торговый представитель;>250;0;153;34;Торговля;ООО;женат / замужем;1;1;1;1;1;0.0326086957;1;1;1;0;0.5714285714;4;3;89;7;3;0;2;75;1;0;0;0;0;0;0
4;1141864;Форма банка (без печати работодателя);Ремонт;1;0.33;женский;0;0;2;менеджер среднего звена;>250;0;56;45;Другое;ОАО;женат / замужем;1;1;1;0;0;0.0816326531;0;0;0;0;0.5;1;1;45;2;0;1;10;37;1;0;0;0;0;0;0
4;1141884;2НДФЛ;Ремонт;0;0.23;женский;0;0;4;специалист;>250;3;328;51;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1141904;2НДФЛ;Ремонт;0;0.56;женский;2;0;4;специалист;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1141924;Свободная форма с печатью работодателя;Ремонт;1;0.59;женский;1;0;2;вспомогательный персонал;>250;0;95;40;Торговля;Индивидуальный предприниматель;холост / не замужем;0;0;0;0;0;0.0227272727;0;1;0;0;0.2;1;4;43;5;1;0;5;57;1;0;0;0;0;0;0
4;1141944;Форма банка (без печати работодателя);Ремонт;1;0.49;женский;0;0;4;специалист;>250;0;8;39;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1141964;Поступление зарплаты на счет;Другое;0;0.27;мужской;2;0;4;специалист;>250;0;49;41;Торговля;ООО;женат / замужем;1;1;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;31;31;0;0;0;0;0;0;0
4;1141984;Форма банка (без печати работодателя);Покупка автомобиля;1;0.59;женский;0;0;4;менеджер среднего звена;>250;0;119;40;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1142004;Свободная форма с печатью работодателя;Покупка мебели;1;0.54;женский;0;0;4;менеджер среднего звена;>250;0;10;25;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1142024;Форма банка (без печати работодателя);Ремонт;1;0.59;мужской;0;0;4;менеджер среднего звена;< 50;0;68;52;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1142044;Поступление зарплаты на счет;Ремонт;1;0.52;мужской;2;0;3;рабочий;>250;0;28;32;Торговля;ООО;женат / замужем;1;1;1;0;0;0.0387596899;1;0;0;0;0.4285714286;3;4;124;7;2;0;11;97;1;1;0;0;0;0;0
4;1142064;2НДФЛ;Ремонт;1;0.43;женский;1;0;4;менеджер среднего звена;>250;0;166;46;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1142084;Форма банка (без печати работодателя);Покупка автомобиля;1;0.17;мужской;0;0;4;менеджер среднего звена;< 50;0;7;27;Торговля;ООО;женат / замужем;1;1;0;0;0;0;0;0;0;0;0.25;1;3;37;4;1;0;8;51;0;0;0;0;0;0;0
4;1142104;Форма банка (без печати работодателя);Ремонт;0;0.2;мужской;2;0;4;менеджер среднего звена;< 50;0;130;38;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1142124;Форма банка (без печати работодателя);Отпуск;1;0.13;мужской;0;0;4;специалист;>250;0;175;55;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1142144;2НДФЛ;Ремонт;1;0.31;женский;0;0;4;менеджер среднего звена;>250;0;143;33;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1142164;Поступление зарплаты на счет;Покупка автомобиля;0;0.2;женский;0;0;4;менеджер среднего звена;>250;0;83;35;Другое;ООО;женат / замужем;2;1;0;0;0;0;1;0;0;0;0.1666666667;1;5;49;6;1;0;14;51;0;0;0;0;0;0;0
4;1142184;Форма банка (без печати работодателя);Ремонт;1;0.31;мужской;0;0;2;специалист;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1142204;2НДФЛ;Ремонт;0;0.04;мужской;1;0;4;менеджер высшего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1142224;Свободная форма с печатью работодателя;Обучение;1;0.26;мужской;2;0;4;менеджер среднего звена;< 50;0;21;40;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1142244;Поступление зарплаты на счет;Покупка автомобиля;0;0.41;женский;0;0;4;специалист;>250;0;36;25;Торговля;ООО;холост / не замужем;2;1;1;0;0;0;0;0;0;0;0.25;2;6;94;8;0;0;12;75;0;0;0;0;0;0;0
4;1142264;2НДФЛ;Ремонт;1;0.58;женский;0;0;4;специалист;>250;0;19;29;Другое;ООО;холост / не замужем;1;1;1;1;1;0;0;0;0;0;0;0;2;28;2;0;0;35;87;0;0;0;0;0;0;0
4;1142284;Форма банка (без печати работодателя);Отпуск;1;0.28;мужской;0;0;4;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
