Номер варианта;ID;INCOME_BASE_TYPE;CREDIT_PURPOSE;INSURANCE_FLAG;DTI;SEX;FULL_AGE_CHILD_NUMBER;DEPENDANT_NUMBER;EDUCATION;EMPL_TYPE;EMPL_SIZE;BANKACCOUNT_FLAG;Period_at_work;age;EMPL_PROPERTY;EMPL_FORM;FAMILY_STATUS;max90days;max60days;max30days;max21days;max14days;avg_num_delay;if_zalog;num_AccountActive180;num_AccountActive90;num_AccountActive60;Active_to_All_prc;numAccountActiveAll;numAccountClosed;sum_of_paym_months;all_credits;Active_not_cc;own_closed;min_MnthAfterLoan;max_MnthAfterLoan;dlq_exist;thirty_in_a_year;sixty_in_a_year;ninety_in_a_year;thirty_vintage;sixty_vintage;ninety_vintage
4;1024804;Поступление зарплаты на счет;Ремонт;0;0.38;женский;0;0;4;вспомогательный персонал;< 50;0;8;23;Юридические услуги;Иная форма;холост / не замужем;0;0;0;0;0;0.1666666667;0;1;0;0;0.5;1;1;5;2;0;0;4;56;1;1;1;1;0;0;0
4;1024824;Поступление зарплаты на счет;Ремонт;1;0.56;мужской;0;0;4;специалист;>250;0;21;28;Информационные технологии;Государственное предприятие;холост / не замужем;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1024844;Свободная форма с печатью работодателя;Ремонт;0;0.25;мужской;2;0;4;специалист;>250;0;22;36;Торговля;ООО;женат / замужем;0;0;0;0;0;0.1688311688;1;0;0;0;0;0;4;128;4;0;0;53;81;1;0;0;0;0;0;0
4;1024864;Поступление зарплаты на счет;Лечение;1;0.26;мужской;1;0;1;вспомогательный персонал;>250;0;85;43;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1024884;Свободная форма с печатью работодателя;Покупка недвижимости/ строительство;1;0.54;женский;0;0;4;менеджер среднего звена;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1024904;Поступление зарплаты на счет;Покупка автомобиля;1;0.1;мужской;3;0;4;менеджер высшего звена;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1024924;2НДФЛ;Покупка автомобиля;1;0.55;женский;0;0;4;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1024944;Форма банка (без печати работодателя);Покупка автомобиля;1;0.43;мужской;2;0;2;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1024964;Форма банка (без печати работодателя);Покупка автомобиля;1;0.3;мужской;1;0;2;специалист;>250;0;24;27;Торговля;ОАО;холост / не замужем;2;1;0;0;0;0.037037037;0;2;1;1;0.75;3;1;78;4;2;1;1;39;1;0;0;0;0;0;0
4;1024984;2НДФЛ;Покупка автомобиля;1;0.49;мужской;0;0;4;специалист;>250;3;27;31;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1025004;Форма банка (без печати работодателя);Ремонт;1;0.28;женский;2;0;5;менеджер высшего звена;< 50;0;40;40;Торговля;ООО;повторный брак;2;2;1;1;0;0.0131578947;1;0;0;0;0.2;1;4;75;5;1;1;39;106;1;0;0;0;0;0;0
4;1025024;2НДФЛ;Ремонт;0;0.45;мужской;0;0;4;вспомогательный персонал;>250;0;137;45;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1025044;Поступление зарплаты на счет;Ремонт;1;0.21;мужской;2;0;5;менеджер среднего звена;>250;0;9;34;Торговля;ООО;повторный брак;3;0;0;0;0;0;1;0;0;0;0.3333333333;2;4;64;6;0;1;8;73;0;0;0;0;0;0;0
4;1025064;Форма банка (без печати работодателя);Ремонт;0;0.56;женский;0;0;4;менеджер среднего звена;>250;0;40;34;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1025084;Форма банка (без печати работодателя);Ремонт;1;0.21;женский;0;0;4;специалист;< 50;0;67;32;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1025104;2НДФЛ;Покупка автомобиля;1;0.5;мужской;0;0;4;специалист;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1025124;Форма банка (без печати работодателя);Ремонт;1;0.34;мужской;1;0;1;вспомогательный персонал;>250;0;17;37;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1025144;Поступление зарплаты на счет;Ремонт;0;0.47;женский;0;0;4;менеджер среднего звена;>250;0;14;26;Информационные технологии;ООО;холост / не замужем;0;0;0;0;0;0;0;1;0;0;0.6666666667;2;1;22;3;1;0;3;36;0;0;0;0;0;0;0
4;1025164;2НДФЛ;Покупка недвижимости/ строительство;0;;женский;0;0;5;менеджер среднего звена;;3;20;29;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1025184;2НДФЛ;Покупка недвижимости/ строительство;1;0.46;женский;0;0;4;менеджер среднего звена;< 50;3;16;52;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1025204;Поступление зарплаты на счет;Обучение;1;0.55;мужской;0;0;4;специалист;>250;0;45;27;Информационные технологии;ООО;холост / не замужем;1;0;0;0;0;0.358490566;0;2;1;0;0.6;3;2;34;5;2;1;2;65;1;0;0;0;0;0;0
4;1025224;Форма банка (без печати работодателя);Ремонт;1;0.34;женский;0;0;4;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1025244;2НДФЛ;Ремонт;1;0.49;женский;2;0;4;вспомогательный персонал;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1025264;Форма банка (без печати работодателя);Другое;0;0.1;мужской;0;0;1;менеджер среднего звена;>250;0;54;41;Информационные технологии;ООО;женат / замужем;1;1;1;0;0;0.08;0;0;0;0;0.5;2;2;69;4;1;0;25;71;1;1;1;0;1;1;0
4;1025284;2НДФЛ;Покупка бытовой техники;0;0.52;женский;0;0;2;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1025304;Форма банка (без печати работодателя);Ремонт;1;0.59;женский;0;0;4;специалист;>250;0;87;31;Информационные технологии;ОАО;женат / замужем;2;1;1;1;0;0;1;0;0;0;0.5;2;2;97;4;1;1;11;35;0;0;0;0;0;0;0
4;1025324;Форма банка (без печати работодателя);Ремонт;1;0.59;женский;0;0;4;специалист;< 50;0;52;55;Торговля;ООО;женат / замужем;1;0;0;0;0;0.0153846154;0;0;0;0;0.7142857143;5;2;128;7;1;1;6;50;1;0;0;0;0;0;0
4;1025344;2НДФЛ;Покупка автомобиля;1;0.37;мужской;0;0;2;вспомогательный персонал;>250;0;26;52;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1025364;Свободная форма с печатью работодателя;Другое;1;0.32;женский;0;0;4;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1025384;2НДФЛ;Покупка недвижимости/ строительство;1;0.49;мужской;0;0;1;рабочий;>250;3;12;36;Торговля;ЗАО;холост / не замужем;6;6;6;4;3;0;0;2;0;0;1;2;0;8;2;0;0;4;4;0;0;0;0;0;0;0
4;1025404;;Ремонт;0;;женский;0;0;4;другое;;1;9;41;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1025424;Поступление зарплаты на счет;Обучение;1;0.37;женский;1;0;4;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1025444;2НДФЛ;Ремонт;1;0.46;мужской;1;0;3;рабочий;>250;0;14;33;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1025464;Поступление зарплаты на счет;Покупка автомобиля;1;0.49;мужской;0;0;1;менеджер среднего звена;>250;0;47;30;Торговля;ООО;холост / не замужем;2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
4;1025484;Поступление зарплаты на счет;Покупка автомобиля;1;0.36;мужской;0;1;4;специалист;>250;1;41;29;Торговля;ООО;женат / замужем;2;2;0;0;0;0;0;3;2;1;0.8333333333;5;1;31;6;3;1;1;22;0;0;0;0;0;0;0
4;1025504;Свободная форма с печатью работодателя;Покупка недвижимости/ строительство;0;0.19;мужской;0;0;1;специалист;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1025524;2НДФЛ;Покупка недвижимости/ строительство;1;0.57;женский;1;0;4;вспомогательный персонал;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1025544;Поступление зарплаты на счет;Другое;1;0.28;женский;1;0;2;специалист;>250;0;69;31;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1025564;Свободная форма с печатью работодателя;Ремонт;1;0.06;мужской;2;0;2;менеджер высшего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1025584;Форма банка (без печати работодателя);Покупка мебели;0;0.2;женский;2;0;4;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1025604;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.16;женский;0;0;4;специалист;>250;0;8;30;Торговля;ЗАО;женат / замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
4;1025624;Поступление зарплаты на счет;Ремонт;1;0.46;женский;0;0;1;рабочий;>250;1;43;47;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1025644;2НДФЛ;Ремонт;1;0.36;мужской;0;0;4;специалист;>250;0;96;32;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1025664;Форма банка (без печати работодателя);Ремонт;1;0.42;мужской;0;0;4;менеджер среднего звена;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1025684;Форма банка (без печати работодателя);Ремонт;1;0.5;мужской;0;0;4;менеджер высшего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1025704;Поступление зарплаты на счет;Ремонт;0;0.38;мужской;2;0;4;менеджер среднего звена;>250;1;30;33;Другое;ОАО;женат / замужем;0;0;0;0;0;0.0614035088;1;0;0;0;0.6666666667;3;0;107;3;2;0;19;87;1;0;0;0;0;0;0
4;1025724;Форма банка (без печати работодателя);Ремонт;0;0.45;мужской;2;0;2;вспомогательный персонал;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1025744;Форма банка (без печати работодателя);Ремонт;0;0.09;мужской;0;0;4;менеджер среднего звена;>250;0;67;40;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1025764;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.38;мужской;1;0;4;менеджер среднего звена;>250;0;85;33;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1025784;Поступление зарплаты на счет;Покупка бытовой техники;0;0.27;мужской;1;0;3;менеджер по продажам;>250;0;62;28;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1025804;Форма банка (без печати работодателя);Покупка земли;0;0.47;женский;2;0;4;специалист;< 50;0;17;39;Торговля;ООО;холост / не замужем;0;0;0;0;0;0.033557047;1;0;0;0;0.5;3;3;144;6;2;1;20;57;1;0;0;0;0;0;0
4;1025824;Поступление зарплаты на счет;Ремонт;0;0.47;женский;1;0;3;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1025844;Поступление зарплаты на счет;Покупка автомобиля;0;0.54;женский;0;0;4;специалист;>250;0;11;27;Торговля;ЗАО;женат / замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
4;1025864;2НДФЛ;Покупка автомобиля;1;0.43;мужской;1;0;4;менеджер по продажам;>250;0;25;28;Торговля;ООО;женат / замужем;3;2;1;1;0;0.0427350427;0;0;0;0;0.1818181818;2;9;112;11;1;0;3;44;1;0;0;0;0;0;0
4;1025884;Поступление зарплаты на счет;Отпуск;1;0.42;женский;0;0;4;специалист;>250;1;43;25;Другое;ООО;женат / замужем;1;0;0;0;0;0.0217391304;1;2;1;1;0.8;4;1;45;5;3;1;1;23;1;0;0;0;0;0;0
4;1025904;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.59;мужской;1;0;2;рабочий;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1025924;Форма банка (без печати работодателя);Покупка автомобиля;1;0.59;мужской;1;0;4;специалист;< 50;0;103;39;Другое;ООО;женат / замужем;0;0;0;0;0;0.025210084;1;0;0;0;0.5;3;3;116;6;1;0;11;75;1;0;0;0;0;0;0
4;1025944;Поступление зарплаты на счет;Ремонт;0;0.34;женский;0;0;4;менеджер среднего звена;>250;0;67;50;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1025964;2НДФЛ;Ремонт;1;0.53;женский;1;0;4;рабочий;>250;1;279;42;Другое;ОАО;женат / замужем;3;2;2;1;1;0.045045045;1;0;0;0;0.3333333333;4;8;106;12;3;0;13;122;1;0;0;0;0;0;0
4;1025984;2НДФЛ;Ремонт;0;0.46;женский;0;0;4;вспомогательный персонал;>250;0;69;39;Другое;Государственное предприятие;холост / не замужем;0;0;0;0;0;0.125;0;0;0;0;0.4;2;3;35;5;1;0;7;78;1;0;0;0;0;0;0
4;1026004;Форма банка (без печати работодателя);Ремонт;0;0.25;мужской;0;0;4;менеджер среднего звена;>250;0;58;32;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1026024;2НДФЛ;Покупка автомобиля;1;0.47;мужской;1;0;4;менеджер среднего звена;>250;0;93;33;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1026044;Форма банка (без печати работодателя);Ремонт;1;0.36;мужской;3;0;5;менеджер высшего звена;< 50;0;111;44;Другое;ООО;повторный брак;1;1;1;0;0;0.0280373832;1;0;0;0;0.4444444444;4;5;208;9;1;1;7;94;1;0;0;0;0;0;0
4;1026064;Поступление зарплаты на счет;Ремонт;0;0.19;женский;0;0;4;специалист;>250;0;59;28;Торговля;ООО;женат / замужем;0;0;0;0;0;0;1;0;0;0;0.25;1;3;20;4;0;2;6;26;0;0;0;0;0;0;0
4;1026084;2НДФЛ;Покупка земли;1;0.45;мужской;2;0;2;специалист;>250;1;94;27;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1026104;Поступление зарплаты на счет;Другое;0;0.54;женский;0;0;4;специалист;>250;0;28;26;Информационные технологии;ООО;женат / замужем;3;2;1;0;0;0.025974026;0;0;0;0;0.75;3;1;75;4;1;0;14;66;1;0;0;0;0;0;0
4;1026124;2НДФЛ;Покупка автомобиля;0;;женский;0;0;4;другое;;1;61;28;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1026144;Поступление зарплаты на счет;Ремонт;1;0.41;мужской;0;0;4;специалист;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1026164;2НДФЛ;Покупка мебели;0;0.53;мужской;0;0;4;специалист;>250;1;125;30;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1026184;Поступление зарплаты на счет;Покупка автомобиля;0;0.42;мужской;0;0;4;вспомогательный персонал;< 50;0;11;45;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1026204;Свободная форма с печатью работодателя;Ремонт;1;0.4;женский;1;0;4;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1026224;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.48;женский;0;0;4;специалист;>250;0;102;35;Торговля;ЗАО;холост / не замужем;1;1;1;0;0;0.1304347826;1;0;0;0;0.1666666667;1;5;60;6;1;3;7;89;1;1;0;0;0;0;0
4;1026244;Форма банка (без печати работодателя);Ремонт;0;0.35;мужской;0;0;4;менеджер среднего звена;>250;0;107;43;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1026264;Свободная форма с печатью работодателя;Ремонт;1;0.48;мужской;1;0;3;рабочий;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1026284;2НДФЛ;Ремонт;0;0.44;мужской;0;0;4;специалист;>250;0;7;24;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1026304;Форма банка (без печати работодателя);Ремонт;0;0.55;мужской;0;0;1;вспомогательный персонал;>250;0;58;51;Другое;ООО;женат / замужем;1;1;0;0;0;0.0254237288;1;0;0;0;0.6666666667;6;3;230;9;3;3;12;105;1;0;0;0;0;0;0
4;1026324;Поступление зарплаты на счет;Покупка автомобиля;1;0.24;женский;0;0;4;специалист;>250;0;52;27;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1026344;Поступление зарплаты на счет;Ремонт;0;0.1;мужской;0;0;4;специалист;>250;0;22;31;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1026364;2НДФЛ;Ремонт;1;0.5;мужской;1;0;5;вспомогательный персонал;>250;1;70;27;Другое;ЗАО;женат / замужем;1;0;0;0;0;0.0956937799;0;0;0;0;0.2142857143;3;11;189;14;1;0;22;89;1;0;0;0;0;0;0
4;1026384;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.49;женский;0;0;4;специалист;>250;0;89;26;Торговля;ОАО;холост / не замужем;10;9;8;6;5;0;0;0;0;0;0;0;1;2;1;0;0;38;38;0;0;0;0;0;0;0
4;1026404;Форма банка (без печати работодателя);Ремонт;1;0.43;мужской;1;0;2;рабочий;>250;0;23;39;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1026424;Форма банка (без печати работодателя);Ремонт;1;0.44;женский;0;0;4;специалист;< 50;0;63;31;Торговля;ООО;женат / замужем;1;1;0;0;0;0;0;0;0;0;0.3333333333;2;4;52;6;1;1;11;95;0;0;0;0;0;0;0
4;1026444;Форма банка (без печати работодателя);Лечение;1;0.59;женский;0;0;4;специалист;>250;0;122;51;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1026464;Поступление зарплаты на счет;Покупка автомобиля;1;0.58;мужской;0;0;4;менеджер среднего звена;>250;1;24;35;Информационные технологии;ООО;холост / не замужем;1;0;0;0;0;0.2131147541;1;2;0;0;0.6666666667;2;1;48;3;1;0;3;81;1;1;1;1;0;0;0
4;1026484;Поступление зарплаты на счет;Покупка автомобиля;1;0.49;мужской;1;0;2;менеджер среднего звена;>250;1;9;25;Другое;ООО;женат / замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
4;1026504;2НДФЛ;Ремонт;0;0.13;мужской;2;0;4;вспомогательный персонал;>250;0;151;36;Другое;ОАО;женат / замужем;1;1;1;1;1;0;1;0;0;0;0.5;1;1;6;2;1;0;8;79;0;0;0;0;0;0;0
4;1026524;Форма банка (без печати работодателя);Ремонт;1;0.13;мужской;0;0;1;менеджер по продажам;>250;0;139;26;Торговля;ООО;холост / не замужем;5;1;1;1;0;0;0;0;0;0;0.5;1;1;17;2;1;0;9;16;0;0;0;0;0;0;0
4;1026544;2НДФЛ;Покупка автомобиля;1;0.59;женский;1;0;4;рабочий;>250;3;22;43;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1026564;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.59;женский;0;0;4;менеджер среднего звена;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1026584;2НДФЛ;Ремонт;1;0.36;женский;1;0;4;специалист;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1026604;Форма банка (без печати работодателя);Ремонт;1;0.39;мужской;0;0;2;рабочий;>250;0;41;43;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1026624;Поступление зарплаты на счет;Ремонт;1;0.49;мужской;0;0;4;рабочий;>250;1;14;26;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1026644;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.35;женский;1;0;4;менеджер среднего звена;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1026664;Поступление зарплаты на счет;Ремонт;1;0.59;мужской;0;0;2;рабочий;>250;0;31;27;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1026684;Форма банка (без печати работодателя);Обучение;1;0.47;мужской;0;0;1;специалист;< 50;0;50;27;Другое;ООО;холост / не замужем;4;2;2;1;1;0.0615384615;1;0;0;0;1;5;0;61;5;2;0;7;33;1;0;0;0;0;0;0
4;1026704;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0;0.32;женский;0;0;4;менеджер высшего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1026724;2НДФЛ;Ремонт;;0.45;мужской;0;0;4;специалист;< 50;0;28;24;Другое;ООО;холост / не замужем;9;9;9;8;8;0;0;2;2;1;0.4;2;3;29;5;0;0;0;27;0;0;0;0;0;0;0
4;1026744;Форма банка (без печати работодателя);Ремонт;1;0.41;мужской;1;0;1;рабочий;>250;0;93;27;Другое;ООО;женат / замужем;0;0;0;0;0;0;0;0;0;0;1;1;0;38;1;1;0;36;36;0;0;0;0;0;0;0
4;1026764;2НДФЛ;Ремонт;1;0.49;женский;2;0;2;рабочий;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1026784;Поступление зарплаты на счет;Ремонт;1;0.41;женский;0;0;2;вспомогательный персонал;>250;0;18;30;Торговля;ООО;холост / не замужем;4;0;0;0;0;0.0280373832;0;1;0;0;0.2727272727;3;8;104;11;2;1;5;51;1;0;0;0;0;0;0
4;1026804;2НДФЛ;Покупка недвижимости/ строительство;1;0.59;мужской;0;0;2;специалист;>250;0;11;53;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1026824;2НДФЛ;Ремонт;0;0.41;женский;0;0;4;специалист;< 50;0;15;28;Другое;Индивидуальный предприниматель;холост / не замужем;4;2;2;2;2;0.2307692308;1;0;0;0;0.1111111111;1;8;140;9;0;0;28;90;1;1;1;1;1;1;1
4;1026844;2НДФЛ;Покупка автомобиля;1;0.25;мужской;0;0;2;рабочий;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1026864;Поступление зарплаты на счет;Другое;0;0.25;мужской;0;0;4;рабочий;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1026884;Поступление зарплаты на счет;Другое;0;0.55;мужской;1;0;4;специалист;>250;0;45;36;Торговля;ООО;холост / не замужем;0;0;0;0;0;0.4180327869;0;0;0;0;0.3333333333;2;4;71;6;1;0;14;102;1;1;1;0;0;0;0
4;1026904;Поступление зарплаты на счет;Ремонт;1;0.25;женский;1;0;2;специалист;>250;0;103;41;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1026924;Поступление зарплаты на счет;Ремонт;1;0.05;женский;1;0;4;менеджер среднего звена;>250;1;101;41;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1026944;Поступление зарплаты на счет;Ремонт;1;0.46;мужской;0;0;2;вспомогательный персонал;>250;1;161;47;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1026964;2НДФЛ;Ремонт;0;0.28;мужской;1;0;4;менеджер высшего звена;>250;0;9;41;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1026984;Поступление зарплаты на счет;Ремонт;0;0.4;мужской;0;0;2;рабочий;>250;0;20;31;Торговля;ООО;женат / замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
4;1027004;Поступление зарплаты на счет;Ремонт;0;0.59;женский;0;0;4;специалист;>250;0;44;28;Другое;ООО;холост / не замужем;1;0;0;0;0;0.2409638554;0;0;0;0;0.4;2;3;63;5;1;0;7;43;1;0;0;0;0;0;0
4;1027024;Форма банка (без печати работодателя);Покупка автомобиля;0;0.36;мужской;1;0;4;вспомогательный персонал;>250;0;202;45;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1027044;Поступление зарплаты на счет;Ремонт;1;0.45;женский;0;0;4;специалист;>250;0;24;26;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1027064;Поступление зарплаты на счет;Ремонт;0;0.1;мужской;0;0;4;специалист;>250;0;75;32;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1027084;Поступление зарплаты на счет;Ремонт;0;0.18;женский;0;0;4;вспомогательный персонал;>250;0;12;24;Торговля;ООО;холост / не замужем;2;2;2;2;2;0;0;0;0;0;1;1;0;5;1;0;0;8;8;0;0;0;0;0;0;0
4;1027104;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.46;мужской;2;0;2;менеджер среднего звена;< 50;0;58;40;Другое;ООО;женат / замужем;3;2;1;1;0;0.2583333333;0;1;0;0;0.375;3;5;89;8;2;1;3;115;1;1;0;0;0;0;0
4;1027124;Свободная форма с печатью работодателя;Покупка недвижимости/ строительство;1;0.31;мужской;0;0;4;менеджер среднего звена;< 50;0;17;32;Туризм;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1027144;Поступление зарплаты на счет;Другое;0;0.39;женский;0;0;4;специалист;>250;0;37;50;Торговля;ЗАО;холост / не замужем;0;0;0;0;0;0;1;0;0;0;1;1;0;26;1;1;0;25;25;0;0;0;0;0;0;0
4;1027164;Поступление зарплаты на счет;Ремонт;1;0.33;женский;0;0;4;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1027184;Форма банка (без печати работодателя);Ремонт;1;0.48;женский;0;0;4;менеджер среднего звена;>250;0;43;28;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1027204;Поступление зарплаты на счет;Ремонт;1;0.58;женский;0;0;2;вспомогательный персонал;>250;0;9;56;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1027224;Поступление зарплаты на счет;Ремонт;0;0.11;мужской;2;0;4;менеджер среднего звена;>250;0;41;37;Другое;ООО;женат / замужем;3;3;3;3;0;0;0;0;0;0;0;0;1;24;1;0;1;107;107;0;0;0;0;0;0;0
4;1027244;Поступление зарплаты на счет;Ремонт;0;0.46;женский;1;0;4;специалист;>250;0;41;45;Торговля;ООО;женат / замужем;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;
4;1027264;2НДФЛ;Ремонт;1;0.15;мужской;0;0;4;рабочий;>250;0;117;28;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1027284;Поступление зарплаты на счет;Ремонт;1;0.25;мужской;1;0;2;специалист;>250;0;49;51;Торговля;ООО;женат / замужем;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;
4;1027304;Поступление зарплаты на счет;Ремонт;1;0.49;женский;1;0;4;рабочий;>250;0;64;31;Торговля;ООО;холост / не замужем;3;1;1;0;0;0;0;1;1;0;0.3333333333;1;2;11;3;1;0;2;80;0;0;0;0;0;0;0
4;1027324;Поступление зарплаты на счет;Покупка мебели;1;0.35;женский;2;0;4;менеджер среднего звена;>250;0;6;30;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1027344;Поступление зарплаты на счет;Ремонт;0;0.55;женский;0;0;4;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1027364;Форма банка (без печати работодателя);Ремонт;1;0.22;мужской;0;0;2;специалист;< 50;0;67;45;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1027384;Форма банка (без печати работодателя);Покупка автомобиля;1;0.21;мужской;0;0;1;рабочий;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1027404;2НДФЛ;Ремонт;0;0.58;мужской;0;0;4;специалист;>250;0;74;29;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
